date,ticker,adj close,garman-klass-volatility,rsi,macd
2021-11-30 00:00:00+00:00,AMD,158.3699951171875,0.001144959865496805,67.39508363803805,3.106520412447205
2021-11-30 00:00:00+00:00,BA,197.85000610351562,0.00028707393269225713,36.409752885070155,-0.578880204649444
2021-11-30 00:00:00+00:00,BAC,41.1306266784668,-0.002577930806849774,43.61001070690165,-0.23010975051843002
2021-11-30 00:00:00+00:00,GOOG,142.10301208496094,0.0002902200303744822,45.99222016020588,-0.06884148612295274
2021-11-30 00:00:00+00:00,JPM,146.0264434814453,-0.0027574879127228776,40.11667672079059,-0.8938886715047162
2021-11-30 00:00:00+00:00,META,323.48602294921875,0.00023295850016010058,43.7008085397085,-0.2525897037056386
2021-11-30 00:00:00+00:00,MSFT,322.87786865234375,-0.00020465788840873158,55.3586216875932,1.0651200234379217
2021-11-30 00:00:00+00:00,NFLX,641.9000244140625,0.0008239030053599401,47.348054330503544,0.0752655573975701
2021-11-30 00:00:00+00:00,NVDA,32.62000274658203,0.0009353104882231785,66.58030204760723,1.1974770620163675
2021-11-30 00:00:00+00:00,TSLA,381.586669921875,0.0009570547829442588,60.83528332634776,1.6987430251567013
2021-12-31 00:00:00+00:00,AMD,143.89999389648438,0.0005062258994202532,51.62470846417152,0.310322011138174
2021-12-31 00:00:00+00:00,BA,201.32000732421875,0.0001570341705988498,46.989610682542015,-0.2342430482606345
2021-12-31 00:00:00+00:00,BAC,41.347171783447266,-0.002062721617877947,48.62439558064072,-0.4561050732588902
2021-12-31 00:00:00+00:00,GOOG,144.3250732421875,3.991424973899181e-05,48.491158242325895,-0.22354408273475887
2021-12-31 00:00:00+00:00,JPM,145.5851287841797,-0.0027347258051198375,45.886852076031396,-0.857030757645528
2021-12-31 00:00:00+00:00,META,335.34033203125,2.451241500290121e-05,50.781411575748514,0.1811926138236309
2021-12-31 00:00:00+00:00,MSFT,328.47418212890625,-0.0002958333816577932,53.835496151063175,0.28404119414824985
2021-12-31 00:00:00+00:00,NFLX,602.4400024414062,0.00013548263210416136,43.12544339906842,-0.9088126421982836
2021-12-31 00:00:00+00:00,NVDA,29.364187240600586,0.00023479531427161016,50.77597383596848,-0.283315788678918
2021-12-31 00:00:00+00:00,TSLA,352.260009765625,0.00023468087956557502,53.09378199133806,0.1990882749119849
2022-01-31 00:00:00+00:00,AMD,114.25,0.000994912549708837,40.12691909054848,-3.237653357116382
2022-01-31 00:00:00+00:00,BA,200.24000549316406,0.0004894807191301577,45.72048627545139,-0.4287262195858012
2022-01-31 00:00:00+00:00,BAC,42.880611419677734,-0.0011148149630797691,50.76153149043356,-0.2212597459295167
2022-01-31 00:00:00+00:00,GOOG,135.36607360839844,0.00032551123077985953,45.66726833169673,-2.139231682976351
2022-01-31 00:00:00+00:00,JPM,137.44004821777344,-0.0009029951829182514,40.309490905402754,-2.0418196062518517
